,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
10880,568806740227166208,negative,1.0,Late Flight,1.0,US Airways,,emilybard,,0,@USAirways can I get a free mimosa to compensate my flight delay (yet again) thx,,2015-02-20 08:17:49 -0800,"Fairfield, Connecticut",Eastern Time (US & Canada)
11074,568534114527113216,positive,0.669,,,US Airways,,haskinsmindy,,0,"@USAirways yes, it's a domestic flight. Thank you!",,2015-02-19 14:14:30 -0800,"Phoenix, AZ, USA",Pacific Time (US & Canada)
5273,569222729125253121,neutral,0.6766,,,Southwest,,KyleFogg82,,0,@SouthwestAir fortunately didn't have to. The flight took off on time.,,2015-02-21 11:50:48 -0800,"Indianapolis, IN",Atlantic Time (Canada)
4341,570299642887442433,positive,0.6809,,,Southwest,,tonybrancato,,0,@SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please.,"[41.19747574, -73.76926201]",2015-02-24 11:10:05 -0800,Chappaqua NY,Eastern Time (US & Canada)
5435,569030463760650241,positive,1.0,,,Southwest,,BelovedDavida,,0,@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks,,2015-02-20 23:06:49 -0800,New York,
12384,570208992439312384,negative,1.0,Late Flight,0.6685,American,,DonnyrMartin,,0,"@AmericanAir yes starting w/ flight 1278, getting me home more than 48 hours Late Flightr. record locator BSUXLU",,2015-02-24 05:09:52 -0800,"Waco, TX",Central Time (US & Canada)
6741,567676626855419904,negative,1.0,Customer Service Issue,0.6364,Southwest,,WorkingWify,,0,@SouthwestAir won't answer their phones #HorribleService #NeverAgain #frustrated #AnswerThePhone,,2015-02-17 05:27:09 -0800,America,
7223,569874150636048384,neutral,0.6739,,0.0,Delta,,Amanda_Healy,,0,.@JetBlue That's what I planned on but Boston traffic due to recent weather was insane! If I had been expedited I would have made it.,"[0.0, 0.0]",2015-02-23 06:59:19 -0800,"Boston, MA",Eastern Time (US & Canada)
3098,568677633682214912,negative,1.0,Customer Service Issue,1.0,United,,urno12,,0,"@united ""the extra care airline"". #unitedairlines they don't care. Trust me. There #customerservice is non existent. They don't have 1",,2015-02-19 23:44:48 -0800,bonkers in Yonkers,New Delhi
10205,569491240481382400,negative,1.0,Customer Service Issue,1.0,US Airways,,Dcobbkillingit,,1,@USAirways instead of tweeting your customers apologizing why don't you pick up your phone,,2015-02-22 05:37:47 -0800,wherever uncle sam sends me,Eastern Time (US & Canada)
9369,569967974284713984,negative,1.0,Customer Service Issue,0.6682,US Airways,,josebenegas,,0,@USAirways Thanks but when I asked for a change with no cost for you the only desition was nade by computer. Now is Late Flight,,2015-02-23 13:12:09 -0800,,Buenos Aires
11954,570284482588246016,neutral,0.6593,,0.0,American,,mmanny,,0,"@AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't.","[0.0, 0.0]",2015-02-24 10:09:50 -0800,NYC,Eastern Time (US & Canada)
7561,569530599129501696,positive,1.0,,,Delta,,MarcPBerger,,0,@JetBlue I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ,,2015-02-22 08:14:10 -0800,"Florham Park, NJ",Eastern Time (US & Canada)
14277,569642766407483392,neutral,0.6668,,0.0,American,,albertiagustin,,0,@AmericanAir 62 inches !?,,2015-02-22 15:39:53 -0800,SCL,Santiago
11780,567762685200228352,neutral,0.6845,,0.0,US Airways,,Eagles_SAB,,0,"@USAirways Darn it, first in line for no upgrade! Wish I understood the policy. :) http://t.co/xGPaAyFDwt",,2015-02-17 11:09:07 -0800,"Philadelphia, PA",Central Time (US & Canada)
11590,567905194563997696,negative,1.0,Cancelled Flight,1.0,US Airways,,shhashhank,,0,@USAirways My flight (US558) got Cancelled Flightled on 2/16 due to lack of flight crew.I was told that I'd be reimbursed for hotel. Who do I contact?,"[0.0, 0.0]",2015-02-17 20:35:24 -0800,"Boston, MA | San Jose, CA",Arizona
6865,570084632999428096,negative,0.6988,Customer Service Issue,0.6988,Delta,,marcmansfield,,0,@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,,2015-02-23 20:55:42 -0800,,
9196,570074077383102464,negative,1.0,Customer Service Issue,0.3581,US Airways,,__RWG__,,0,@USAirways Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues!,,2015-02-23 20:13:46 -0800,,Mountain Time (US & Canada)
27,570217831557677057,neutral,0.6854,,,Virgin America,,AdamSinger,,0,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,,2015-02-24 05:44:59 -0800,"San Francisco, CA",Central Time (US & Canada)
9721,569698150757244928,positive,0.6859999999999999,,0.0,US Airways,,LarrySandeen,,0,"@USAirways - Janet &amp; my DEN-PHL  flight Cancelled Flightled Saturday, USAIR rescheduled automatically &amp; notified us by email at no additional cost.",,2015-02-22 19:19:58 -0800,Southeastern Pennsylvania USA,
4099,567822865844928512,negative,1.0,Customer Service Issue,0.7055,United,,SSest72,,0,"@united if your policy changed, you must advise at the time of purchase.  Same if you choose to vary it by airport!  We want a FULL refund!!",,2015-02-17 15:08:15 -0800,,
5054,569487788753555456,positive,1.0,,,Southwest,,mardigraschic,,0,"@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ",,2015-02-22 05:24:04 -0800,nola/beantown,Hawaii
12365,570218794414673921,negative,1.0,Customer Service Issue,0.6503,American,,mirandaash,,0,@AmericanAir You sent me a cheque today which can’t be paid into a UK bank account. VERY annoying!,,2015-02-24 05:48:49 -0800,"Surrey, UK",London
13495,569848857498161154,positive,1.0,,,American,,melaine_cre,,0,"@AmericanAir ok, I just received an email with my registration from your team. Thanks a lot",,2015-02-23 05:18:49 -0800,Saint Maur des Fossés,Paris
9348,569971542538346496,negative,0.6902,Can't Tell,0.6902,US Airways,,ElmiraBudMan,,0,@USAirways the exhaustion of traveling n runnin thru the airport and tryin 2rent a car n not killin myself my family or anybody on the road,,2015-02-23 13:26:19 -0800,Does it really matter,
574,570271791400112129,negative,1.0,Can't Tell,1.0,United,,fuchsialipstick,,0,@united I will not be flying you again,,2015-02-24 09:19:24 -0800,,Quito
2368,569243270745866240,negative,0.7125,Can't Tell,0.7125,United,,justleon,,1,@united I need #United to be a better airline!!,,2015-02-21 13:12:26 -0800,New York City,Eastern Time (US & Canada)
13156,569925990283145216,neutral,0.6697,,0.0,American,,iSmellNothing,,0,"@AmericanAir I'd like to explore both options, and what the cost might be to change the date and destination.",,2015-02-23 10:25:19 -0800,Boston,Eastern Time (US & Canada)
4330,570305647759265793,negative,1.0,Customer Service Issue,1.0,Southwest,,cindyjwhitaker,,0,@SouthwestAir Very frustrated for the loooooong wait time to speak to a live person!!! Cannot get boarding pass for flight tomorrow!!,,2015-02-24 11:33:56 -0800,,Central Time (US & Canada)
1901,569528348126216193,negative,1.0,Cancelled Flight,1.0,United,,cryancox,,0,@united any chance you could help rebook?? My flight Cancelled Flightled,,2015-02-22 08:05:14 -0800,,
1140,569915643094396929,negative,1.0,Can't Tell,0.6885,United,,sbanoub,,0,"@united
You really know how to piss people off. Your Farelock option is fake!",,2015-02-23 09:44:12 -0800,"ÜT: 34.078171,-118.285555",Pacific Time (US & Canada)
1806,569577959440257025,neutral,0.6559,,0.0,United,,tmccartney,,0,@united Name correct on original confirmation but spelled wrong on check-in reminder. First name and MI run together. Cause for concern?,,2015-02-22 11:22:22 -0800,,Central Time (US & Canada)
11696,567810259675537408,positive,1.0,,,US Airways,,DCSas,,0,@USAirways Flight # 604. Thanks.,,2015-02-17 14:18:09 -0800,"ÜT: 38.907675,-76.944183",Eastern Time (US & Canada)
651,570228446053470208,negative,1.0,Customer Service Issue,1.0,United,,missinver,,0,@united Could this email be resent as it doesnt appear to have arrived.,,2015-02-24 06:27:10 -0800,Larne,
4932,569638417505497088,negative,1.0,Customer Service Issue,0.6561,Southwest,,masonsontwiter2,,0,@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,,2015-02-22 15:22:36 -0800,,Alaska
11964,570281854139572225,negative,0.6712,Can't Tell,0.3356,American,,EMesaLaw,,0,@AmericanAir don't worry you won't steal my money again,,2015-02-24 09:59:24 -0800,Greater New England Area,Quito
5767,568622676773703681,neutral,1.0,,,Southwest,,sick_beat_swift,,0,@SouthwestAir I WANNAA GO TO THE VEGAS SHOW SO BAD ID DOO ANYTHING #DestinationDragons,,2015-02-19 20:06:25 -0800,,
13567,569828681297870848,negative,1.0,Customer Service Issue,0.6673,American,,traceymalone,,0,@AmericanAir POOR EXPERIENCE 2day at ord chkin. 8 emp. w/3 cust. 10 waiting. Asked to speak w/supervisor. Told 20 min. In a mtg!! What?!?!,,2015-02-23 03:58:39 -0800,"chicago, il",Indiana (East)
5901,568496176116457472,negative,0.6556,Customer Service Issue,0.3444,Southwest,,funnyfellah,,0,@SouthwestAir can't DM you without you following me...,,2015-02-19 11:43:45 -0800,,
3544,568278936561401856,negative,1.0,Customer Service Issue,1.0,United,,themkhiggy,,0,@united ^GJ I do believe that this is hands down the worst service I've EVER experienced. Makes @comcast look amazing. #UnitedAirlines,,2015-02-18 21:20:31 -0800,"Houston, TX",Central Time (US & Canada)
12529,570123495180410881,negative,1.0,Can't Tell,0.6981,American,,GarrettBogar,,0,"@AmericanAir no no no, YOU DM me, I pay you money and you want to me to reach out to you for help? How about the other way around",,2015-02-23 23:30:08 -0800,,
6244,568100987887427584,neutral,1.0,,,Southwest,,babyluv590,,0,"@SouthwestAir sure,I'll send a message now!",,2015-02-18 09:33:24 -0800,murfreesboro,Pacific Time (US & Canada)
1863,569546412121202689,negative,1.0,Late Flight,1.0,United,,LMSNaomi,,1,"@united once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming",,2015-02-22 09:17:00 -0800,deep in the ❤ of Texas...,Atlantic Time (Canada)
3664,568199122903293952,positive,0.6737,,0.0,United,,promostuff4u,,0,@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville,,2015-02-18 16:03:22 -0800,"Franklin, Tennessee",Central Time (US & Canada)
5356,569169704805371904,negative,1.0,Customer Service Issue,1.0,Southwest,,SherzodGulamov,,0,"@SouthwestAir can't speak with customer service for 2hours, still on hold! Do you guys work?#nogood",,2015-02-21 08:20:06 -0800,"Washington DC, New York",
5193,569264118219214848,negative,1.0,Late Flight,1.0,Southwest,,chuxtina,,0,@SouthwestAir okay I understand a delay one way. But both ways? C'mon #annoyed #flights,"[36.15093569, -115.27959887]",2015-02-21 14:35:16 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
12322,570232494034964481,negative,1.0,Bad Flight,1.0,American,,NicholasAram,,0,@AmericanAir my seat is disgusting. Old and dirty. When are you going to refurbish this plane?  US Air 597 jfk to phx,,2015-02-24 06:43:15 -0800,,Atlantic Time (Canada)
4527,570064381410734080,neutral,1.0,,,Southwest,,MastoBabii,,0,@SouthwestAir reference #: 261093929756,,2015-02-23 19:35:14 -0800,,
12733,570042828983820288,neutral,1.0,,,American,,SGMo_,,0,@AmericanAir Do we get a class discount on your wifi? I will be flying your airlines at approx. 4 Am?,,2015-02-23 18:09:35 -0800,The Onion Land,Eastern Time (US & Canada)
12392,570203943671865345,negative,1.0,Customer Service Issue,1.0,American,,bcruz1028,,0,@AmericanAir @USAirways stated before I'm not getting any help there. Tk over 8 hrs yest to spk to a live person then told to chk the site.,,2015-02-24 04:49:48 -0800,,
9363,569969218306904067,negative,1.0,Flight Attendant Complaints,0.6632,US Airways,,smaguire2,,0,@USAirways the jetway because he felt I was disrespectful. I have never been treated this way particularly when I was trying to be a good c,,2015-02-23 13:17:05 -0800,,Atlantic Time (Canada)
3625,568228124263124992,positive,1.0,,,United,,john_escreet,,0,"@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!",,2015-02-18 17:58:36 -0800,New York,Eastern Time (US & Canada)
2433,569209958627016706,negative,1.0,Customer Service Issue,0.6753,United,,CheoGA,,1,@united Hello United. You should take care of your call center in Mexico City Office. Terrible attitude from the lady who was helping me.,,2015-02-21 11:00:04 -0800,,
2902,568836728716333056,negative,1.0,Lost Luggage,1.0,United,,Eileen429,,0,@united I'm familiar with the procedure. It wouldn't be the first time #UnitedAirlines lost one of my bags. #unhappytraveler,,2015-02-20 10:16:59 -0800,"Red Bank, NJ",Central Time (US & Canada)
12821,570008179280646146,negative,1.0,Can't Tell,0.3636,American,,egk7,,0,@AmericanAir I took the day off from work and drove 9 hours round trip to rescue my daughter and 3 other students from LaGuardia. Thanks!,,2015-02-23 15:51:54 -0800,,
12895,569988207489777664,neutral,0.6641,,0.0,American,,Andyba25,,0,@AmericanAir I've tried...its @USAirways anyway,,2015-02-23 14:32:33 -0800,South,
9982,569592390211801089,negative,1.0,Customer Service Issue,1.0,US Airways,,imacericg,,0,"@usairways Is your reservation phone number working? Called 10x in the last 3 days, and haven’t gotten through.",,2015-02-22 12:19:42 -0800,,Eastern Time (US & Canada)
11201,568438860390244353,negative,0.6578,Late Flight,0.6578,US Airways,,cahillwilliamr,,0,@USAirways can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time,,2015-02-19 07:56:00 -0800,,
13340,569885742526124032,negative,1.0,Lost Luggage,0.6668,American,,Brittany1golf,,0,@AmericanAir they @cathaypacific @cathaypacificUS can't even tell me what country they are in 😥😥,,2015-02-23 07:45:23 -0800,,Eastern Time (US & Canada)
6971,569977974176378880,neutral,1.0,,,Delta,,todayfeelsgood,,0,"OMGee!!! @JetBlue #OnFleek Why @JetBlue Why?!? 😭😁😆😵 How many people even know what that means, lol?",,2015-02-23 13:51:53 -0800,"Honolulu, Hawaii",Hawaii
7711,569322419036356608,neutral,1.0,,,Delta,,Drzah_,,0,@JetBlue I flew on a flight about 3 months ago. Me and my girlfriend got away with having sex in a restroom. Is it allowed now?,,2015-02-21 18:26:56 -0800,,Central America
11880,570308064185880577,neutral,0.6667,,,American,,LancasterPattie,,0,@AmericanAir we've already made other arrangements ourselves.,,2015-02-24 11:43:32 -0800,,
10269,569419080479875072,negative,1.0,Customer Service Issue,1.0,US Airways,,bgarritty,,0,@USAirways 2 hours on hold. Still no answer. Horrible.,,2015-02-22 00:51:02 -0800,"Adelaide, Australia",Adelaide
11856,567727479633477632,positive,1.0,,,US Airways,,northerninsgr,,0,@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge,,2015-02-17 08:49:13 -0800,Maine,
13048,569951566784045058,negative,1.0,Lost Luggage,1.0,American,,Choreocon,,0,@AmericanAir please get it together and find my husbands luggage! You're ruining his ski trip to Aspen! 3rd day no luggage.,"[35.46005368, -80.68267946]",2015-02-23 12:06:57 -0800,,
12658,570071877089148928,neutral,1.0,,,American,,muyguapo8,,0,@AmericanAir Can I use an SWU on an Finnair codeshare of an American operated flight (JFK-MAN)?  Thanks in advance for the help!,,2015-02-23 20:05:01 -0800,,Eastern Time (US & Canada)
5696,568800998929661953,positive,1.0,,,Southwest,,matthewhirsch,,0,@SouthwestAir Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,,2015-02-20 07:55:00 -0800,"Hoboken, NJ",Eastern Time (US & Canada)
1676,569628499549548545,neutral,0.6733,,,United,,joelrwilliams1,,0,@united used to (still do?) let you listen to flight radio...I often did...interesting to me #TCMParty #CE3K #31DaysOfOscar,,2015-02-22 14:43:12 -0800,"Greensboro, NC",Eastern Time (US & Canada)
4563,570014685166219264,negative,1.0,Cancelled Flight,1.0,Southwest,,Drewscifer,,0,@SouthwestAir you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200  for business class? Stay classy,,2015-02-23 16:17:45 -0800,Washington DC,Eastern Time (US & Canada)
